texto,respuesta,etiqueta,area_origen
Describe cómo funciona un TLB y su impacto en el rendimiento del sistema.,"Es una pequeña y ultrarrápida memoria caché de hardware dentro de la MMU (Memory Management Unit) que guarda las traducciones recientes de direcciones de memoria lógica a física, acelerando la paginación.",1,arquitectura-computadoras_gemma_local
¿Un programa necesita acceder a una variable ubicada en memoria virtual. ¿Cómo interviene el TLB en este proceso?,"Es una pequeña y ultrarrápida memoria caché de hardware dentro de la MMU (Memory Management Unit) que guarda las traducciones recientes de direcciones de memoria lógica a física, acelerando la paginación.",1,arquitectura-computadoras_gemma_local
Que son los controles preventivos,Reducen probabilidad de riesgo,2,ciberseguridad
En lenguajes como Java,"todas las clases heredan implícitamente de la clase Object,Verdadero",2,programacion-objetos
¿Cuál es la diferencia entre los sistemas de archivos FAT32 y NTFS/ext4?,"FAT32 es antiguo, simple y universal pero no admite archivos mayores a 4GB. NTFS (Windows) y ext4 (Linux) son transaccionales (Journaling), admiten metadatos avanzados, permisos y archivos masivos.",1,arquitectura-computadoras
"Describa las ventajas y desventajas de los sistemas de archivos FAT32, NTFS y ext4.","FAT32 es antiguo, simple y universal pero no admite archivos mayores a 4GB. NTFS (Windows) y ext4 (Linux) son transaccionales (Journaling), admiten metadatos avanzados, permisos y archivos masivos.",1,arquitectura-computadoras_gemma_local
"¿En qué situaciones se recomienda utilizar cada uno de los siguientes sistemas de archivos: FAT32, NTFS y ext4?","FAT32 es antiguo, simple y universal pero no admite archivos mayores a 4GB. NTFS (Windows) y ext4 (Linux) son transaccionales (Journaling), admiten metadatos avanzados, permisos y archivos masivos.",1,arquitectura-computadoras_gemma_local
Compare y contraste la estructura y funcionalidades de los sistemas de archivos FAT32 y NTFS/ext4. ¿Qué características hacen a estos últimos más adecuados para sistemas operativos modernos?,"FAT32 es antiguo, simple y universal pero no admite archivos mayores a 4GB. NTFS (Windows) y ext4 (Linux) son transaccionales (Journaling), admiten metadatos avanzados, permisos y archivos masivos.",1,arquitectura-computadoras_gemma_local
¿Por qué un usuario podría preferir utilizar NTFS o ext4 sobre FAT32 para almacenar datos en un disco duro?,"FAT32 es antiguo, simple y universal pero no admite archivos mayores a 4GB. NTFS (Windows) y ext4 (Linux) son transaccionales (Journaling), admiten metadatos avanzados, permisos y archivos masivos.",1,arquitectura-computadoras_gemma_local
¿Qué es el modelo Cliente-Servidor?,"Arquitectura distribuida asimétrica donde un nodo (servidor) provee pasivamente recursos o servicios, y otros nodos (clientes) inician activamente peticiones para consumirlos.",3,computo-distribuido
Describe cómo funciona la arquitectura Cliente-Servidor en un sistema de mensajería instantánea.,"Arquitectura distribuida asimétrica donde un nodo (servidor) provee pasivamente recursos o servicios, y otros nodos (clientes) inician activamente peticiones para consumirlos.",3,computo-distribuido_gemma_local
¿Cuál es la diferencia entre un algoritmo In-Place y Out-of-Place?,Un In-Place transforma las estructuras de datos utilizando una cantidad mínima y constante de memoria extra. Un Out-of-Place requiere crear copias lógicas completas en memoria.,0,algoritmia-2
"Explique la diferencia entre algoritmos In-Place y Out-of-Place, proporcionando ejemplos para ilustrar su funcionamiento.",Un In-Place transforma las estructuras de datos utilizando una cantidad mínima y constante de memoria extra. Un Out-of-Place requiere crear copias lógicas completas en memoria.,0,algoritmia-2_gemma_local
Un algoritmo de clasificación necesita reorganizar una lista de números. ¿Qué implica trabajar In-Place versus Out-of-Place en este contexto? Describa los pros y contras de cada enfoque.,Un In-Place transforma las estructuras de datos utilizando una cantidad mínima y constante de memoria extra. Un Out-of-Place requiere crear copias lógicas completas en memoria.,0,algoritmia-2_gemma_local
Agregación,"Relación ""Tiene-un"" donde la parte puede existir independientemente del todo (ej. Profesor y Escuela).",2,programacion-objetos
Si no tiene uno,"los datos se almacenan sin orden lógico (estructura llamada Heap), aunque por arquitectura se recomienda siempre tenerlo.",2,base-datos
Entidades (tablas):,Almacenan información y representan objetos del mundo real. Ej.:cliente o producto.,2,Sistema-base-datos
Un constructor puede tener un valor de retorno como int o void,Falso,2,programacion-objetos
¿Qué es la Desnormalización?,Introducción deliberada de redundancia en el modelo relacional para evitar JOINs costosos y optimizar el rendimiento de lectura.,2,base-datos
Un bloqueo a nivel de tabla (Table Lock) mejora el rendimiento de concurrencia frente a un bloqueo de fila (Row Lock).,Falso,2,base-datos
En bases de datos NoSQL Documentales,"un cambio de esquema afecta a todos los registros existentes.,Falso",2,base-datos
¿Cuál de las siguientes opciones describe mejor las anomalías de actualización en las bases de datos?,Son problemas que ocurren cuando los cambios en los datos generan resultados inconsistentes o indeseables,2,Sistema-base-datos
¿Qué es la Arquitectura RISC (Reduced Instruction Set Computer)?,"Filosofía de diseño de procesadores (como ARM) que utiliza un conjunto pequeño y altamente optimizado de instrucciones simples, ejecutadas en un solo ciclo de reloj.",1,arquitectura-computadoras
Describe la filosofía detrás de la arquitectura RISC (Reduced Instruction Set Computer) y cómo se diferencia de las arquitecturas CISC.,"Filosofía de diseño de procesadores (como ARM) que utiliza un conjunto pequeño y altamente optimizado de instrucciones simples, ejecutadas en un solo ciclo de reloj.",1,arquitectura-computadoras_gemma_local
Explica los principios básicos de una arquitectura RISC y proporciona dos ejemplos de procesadores que utilizan este diseño.,"Filosofía de diseño de procesadores (como ARM) que utiliza un conjunto pequeño y altamente optimizado de instrucciones simples, ejecutadas en un solo ciclo de reloj.",1,arquitectura-computadoras_gemma_local
Imagina que estás diseñando un nuevo procesador. ¿Qué ventajas te ofrecería optar por una arquitectura RISC en lugar de una arquitectura CISC?,"Filosofía de diseño de procesadores (como ARM) que utiliza un conjunto pequeño y altamente optimizado de instrucciones simples, ejecutadas en un solo ciclo de reloj.",1,arquitectura-computadoras_gemma_local
Un equipo de desarrolladores está evaluando diferentes arquitecturas para su proyecto. ¿En qué situaciones sería más adecuado elegir una arquitectura RISC?,"Filosofía de diseño de procesadores (como ARM) que utiliza un conjunto pequeño y altamente optimizado de instrucciones simples, ejecutadas en un solo ciclo de reloj.",1,arquitectura-computadoras_gemma_local
"¿Qué es la ""Currificación"" (Currying)?","Técnica funcional que transforma una función que toma múltiples argumentos en una secuencia encadenada de funciones, cada una tomando un solo argumento lógico.",2,lenguajes-programacion
Que es la encriptacion de cesar?,Cada letra de un texto original es reemplazada por otra letra situada un número fijo de posiciones más adelante o atrás en el alfabeto.,2,ciberseguridad
"¿Qué es el ""Learning Rate"" (Tasa de Aprendizaje)?",Un hiperparámetro que define qué tan grandes son los pasos que da el algoritmo al ajustar los pesos.,3,computo-inteligente
"¿Por qué la ""Composición"" se prefiere frecuentemente sobre la ""Herencia"" en arquitecturas modernas?","La herencia crea un acoplamiento rígido (""es un""). La composición permite ensamblar comportamientos modulares dinámicamente (""tiene un""), facilitando el mantenimiento y evitando jerarquías frágiles",2,lenguajes-programacion
¿Qué es un esquema en Estrella (Star Schema)?,Arquitectura OLAP de Data Warehouse con una gran tabla de hechos (facts) centralizada rodeada de tablas de dimensiones desnormalizadas.,2,base-datos
Diseñas el sistema de un GPS y necesitas garantizar encontrar la ruta más corta en kilómetros entre un punto A y un B. ¿Qué algoritmo implementas?,Algoritmo de Dijkstra o A* (A-Star).,0,algoritmia-2
Un usuario necesita encontrar la ruta más rápida en tiempo real entre dos ubicaciones usando tu aplicación GPS.  ¿Qué algoritmo implementarías para determinar esta ruta teniendo en cuenta el tráfico actual?,Algoritmo de Dijkstra o A* (A-Star).,0,algoritmia-2_gemma_local
"Imagina que eres parte del equipo desarrollando una red de entrega de paquetes utilizando un sistema GPS. ¿Qué algoritmo utilizarías para optimizar las rutas de los repartidores, minimizando la distancia total recorrida por cada uno?",Algoritmo de Dijkstra o A* (A-Star).,0,algoritmia-2_gemma_local
Que es Rest?,Representational State Transfer,3,inteligencia-computacional
Describe cómo funciona REST y proporciona un ejemplo de una solicitud HTTP que utiliza este enfoque.,Representational State Transfer,3,inteligencia-computacional_gemma_local
Seguridad Distribuida: ¿Qué es Kerberos?,Un protocolo de autenticación de red que utiliza criptografía de clave secreta y un Tercero de Confianza (KDC) lógico para probar la identidad de usuarios y servidores.,3,computo-distribuido
Seguridad en sistemas distribuidos: Describe cómo funciona Kerberos para autenticar usuarios y garantizar la integridad de las comunicaciones.,Un protocolo de autenticación de red que utiliza criptografía de clave secreta y un Tercero de Confianza (KDC) lógico para probar la identidad de usuarios y servidores.,3,computo-distribuido_gemma_local
DML (Data Manipulation Language):,"Consultar y modificar datos (SELECT,INSERT, UPDATE, DELETE).",2,Sistema-base-datos
Protected,"Acceso dentro de la misma clase, subclases y clases del mismo paquete",2,programacion-objetos
Producto Cartesiano,Todas las parejas posibles de dos conjuntos,0,algoritmia
"Dadas dos listas, A y B, describa cómo se genera el producto cartesiano de ambas listas y proporcione un ejemplo con conjuntos específicos.",Todas las parejas posibles de dos conjuntos,0,algoritmia_gemma_local
"Un sistema de recomendación para películas necesita generar todas las posibles combinaciones de género y actor. Si tenemos los géneros {drama, comedia, acción} y los actores {Tom Hanks, Scarlett Johansson}, explique cómo se puede utilizar el concepto de producto cartesiano para representar todas las opciones de película.",Todas las parejas posibles de dos conjuntos,0,algoritmia_gemma_local
Que significa API?,Application Programming Interface,3,inteligencia-computacional
Explique con sus propias palabras qué es una API y proporcione un ejemplo cotidiano de cómo se utiliza.,Application Programming Interface,3,inteligencia-computacional_gemma_local
DROP destruye la estructura,"los datos, y todos los objetos dependientes de ella.",2,base-datos
Que es un setter?,Metodo para modificar un atributo privado validando los datos,2,programacion-objetos
Como funciona el algoritmo K-means,Algoritmo de clustering que particiona n datos en k grupos; asignado cada dato al centroide mas cercano y recalculando los centroides iterativamente.,3,computo-inteligente
Describa el proceso de agrupación del algoritmo K-means con un ejemplo práctico utilizando datos sobre la altura y el peso de las personas.,Algoritmo de clustering que particiona n datos en k grupos; asignado cada dato al centroide mas cercano y recalculando los centroides iterativamente.,3,computo-inteligente_gemma_local
¿Cómo escalarías horizontalmente el procesamiento de datos si tu servidor central recibe peticiones en picos impredecibles masivos que causan Timeouts?,"Insertando lógicamente una Cola de Mensajes frente al procesamiento. Las peticiones entran a la cola rápidamente, y múltiples nodos ""Workers"" las extraen a su propio ritmo",3,computo-distribuido
"Describa cómo implementar una solución para manejar un aumento repentino en la carga de trabajo de su sistema, evitando que los usuarios experimenten tiempos de espera prolongados.","Insertando lógicamente una Cola de Mensajes frente al procesamiento. Las peticiones entran a la cola rápidamente, y múltiples nodos ""Workers"" las extraen a su propio ritmo",3,computo-distribuido_gemma_local
Cual es la diferencia entre Alta Disponibilidad y Tolerancia a Fallos?,La disponibilidad busca minimizar el tiempo de inactividad,3,computo-inteligente
"Describe las diferencias clave entre Alta Disponibilidad y Tolerancia a Fallos, usando ejemplos de cómo se implementan en un sistema web.",La disponibilidad busca minimizar el tiempo de inactividad,3,computo-inteligente_gemma_local
La dirección MAC es un identificador físico e inmutable grabado en la tarjeta de red. DHCP asigna dinámicamente direcciones IP lógicas,máscaras de subred y puertas de enlace.,1,arquitectura-computadoras
¿Cuál de los siguientes enunciados describe correctamente la diferencia entre una dirección MAC y una dirección IP asignada por DHCP?,máscaras de subred y puertas de enlace.,1,arquitectura-computadoras_gemma_local
"La dirección MAC es un identificador único para cada tarjeta de red, mientras que las direcciones IP son asignadas dinámicamente por el protocolo DHCP. ¿Verdadero o falso?",máscaras de subred y puertas de enlace.,1,arquitectura-computadoras_gemma_local
"Un dispositivo necesita comunicarse con otros en una red. Su tarjeta de red tiene una dirección MAC fija y, a través del DHCP, también recibe una dirección IP dinámica. ¿Qué identifica al dispositivo dentro de la red y qué se usa para comunicarse con otros dispositivos?",máscaras de subred y puertas de enlace.,1,arquitectura-computadoras_gemma_local
"Imagina que tu computadora se conecta a una red Wi-Fi. La dirección MAC es como su nombre real, mientras que la dirección IP asignada por DHCP es como su dirección postal temporal.",máscaras de subred y puertas de enlace.,1,arquitectura-computadoras_gemma_local
Qué es un Interrupción (Interrupt) a nivel de hardware,"Una señal enviada a la CPU por un dispositivo (ej. teclado, disco) indicando que requiere atención inmediata, pausando el proceso actual.",1,arquitectura-computadoras
Explique qué es una interrupción (interrupt) a nivel de hardware y cómo se diferencia de una llamada al sistema.,"Una señal enviada a la CPU por un dispositivo (ej. teclado, disco) indicando que requiere atención inmediata, pausando el proceso actual.",1,arquitectura-computadoras_gemma_local
Describa el funcionamiento de una interrupción (interrupt) en un sistema informático. ¿Cómo se utiliza para manejar eventos inesperados?,"Una señal enviada a la CPU por un dispositivo (ej. teclado, disco) indicando que requiere atención inmediata, pausando el proceso actual.",1,arquitectura-computadoras_gemma_local
"Imagina que estás programando un dispositivo electrónico, como un microondas. Explique cómo las interrupciones (interrupt) podrían ser utilizadas para responder a una tecla presionada o al tiempo transcurrido.","Una señal enviada a la CPU por un dispositivo (ej. teclado, disco) indicando que requiere atención inmediata, pausando el proceso actual.",1,arquitectura-computadoras_gemma_local
"¿Qué sucede cuando un evento externo, como la llegada de un paquete de datos en la red, requiere la atención inmediata del procesador? ¿Cómo se gestiona esta situación mediante interrupciones (interrupt)?","Una señal enviada a la CPU por un dispositivo (ej. teclado, disco) indicando que requiere atención inmediata, pausando el proceso actual.",1,arquitectura-computadoras_gemma_local
¿Qué es un problema de clase P?,"Un problema de decisión que puede ser resuelto por una máquina determinista en tiempo polinómico (es decir, de manera eficiente).",0,algoritmia-2
¿Podrías definir qué se entiende por un problema de clase P y proporcionar un ejemplo concreto?,"Un problema de decisión que puede ser resuelto por una máquina determinista en tiempo polinómico (es decir, de manera eficiente).",0,algoritmia-2_gemma_local
"¿En el contexto de la complejidad computacional,  explica brevemente qué significa que un problema pertenece a la clase P y da una ilustración con un algoritmo eficiente para resolverlo?","Un problema de decisión que puede ser resuelto por una máquina determinista en tiempo polinómico (es decir, de manera eficiente).",0,algoritmia-2_gemma_local
Algoritmos Avidos (Greedy),Elige la opcion optima local en cada paso esperando hallar el optimo global,0,algoritmia
Describa la estrategia de Algoritmos Avidos (Greedy) y explique con un ejemplo cómo se aplica en el problema del cambio.,Elige la opcion optima local en cada paso esperando hallar el optimo global,0,algoritmia_gemma_local
"Se presenta una lista desordenada de elementos con valores asociados. Diseñe un algoritmo Greedy para encontrar la subsecuencia que maximiza la suma de los valores, justificando su elección de pasos.",Elige la opcion optima local en cada paso esperando hallar el optimo global,0,algoritmia_gemma_local
¿Qué es la Regresión?,Tarea supervisada de predecir un valor numérico continuo.,3,computo-inteligente
"Describe cómo se utiliza la regresión en un escenario donde se desea predecir el precio de una vivienda basándose en su tamaño, número de habitaciones y ubicación.",Tarea supervisada de predecir un valor numérico continuo.,3,computo-inteligente_gemma_local
¿Qué es RMI (Remote Method Invocation)?,"La evolución orientada a objetos del RPC, permitiendo que un objeto en un nodo invoque lógicamente métodos de un objeto situado en otro nodo.",3,computo-distribuido
Explique cómo RMI permite a aplicaciones ejecutarse en máquinas distintas y llamar métodos de objetos remotos como si estuvieran en la misma máquina.,"La evolución orientada a objetos del RPC, permitiendo que un objeto en un nodo invoque lógicamente métodos de un objeto situado en otro nodo.",3,computo-distribuido_gemma_local
Limitaciones de joblib,Solo funciona en python,3,inteligencia-computacional
Describa las situaciones en las que Joblib puede no ser la herramienta más adecuada para acelerar su código Python.,Solo funciona en python,3,inteligencia-computacional_gemma_local
Describe el algoritmo de reemplazo de páginas LRU,"Least Recently Used (Menos Usado Recientemente). Cuando la RAM está llena, el SO expulsa la página de memoria que lleva más tiempo sin ser accedida.",1,arquitectura-computadoras
"Explica cómo funciona el algoritmo LRU para la gestión de páginas en memoria virtual, incluyendo ejemplos.","Least Recently Used (Menos Usado Recientemente). Cuando la RAM está llena, el SO expulsa la página de memoria que lleva más tiempo sin ser accedida.",1,arquitectura-computadoras_gemma_local
Describe el algoritmo LRU y su relevancia en la minimización de fallos de página durante la ejecución de un programa.,"Least Recently Used (Menos Usado Recientemente). Cuando la RAM está llena, el SO expulsa la página de memoria que lleva más tiempo sin ser accedida.",1,arquitectura-computadoras_gemma_local
Un programa requiere acceder a diversas páginas de memoria. ¿Cómo podría el algoritmo LRU ayudar a optimizar el uso de memoria y reducir los accesos a disco?,"Least Recently Used (Menos Usado Recientemente). Cuando la RAM está llena, el SO expulsa la página de memoria que lleva más tiempo sin ser accedida.",1,arquitectura-computadoras_gemma_local
Se implementa una caché de memoria con un límite fijo. El algoritmo LRU se utiliza para seleccionar las páginas que serán reemplazadas cuando se necesite espacio. Explica cómo funciona este proceso.,"Least Recently Used (Menos Usado Recientemente). Cuando la RAM está llena, el SO expulsa la página de memoria que lleva más tiempo sin ser accedida.",1,arquitectura-computadoras_gemma_local
Bicondicional,Verdadero si ambos tienen el mismo valor,0,algoritmia
" Dada una proposición P y una proposición Q, ¿cuándo se cumple la expresión lógica P <=> Q? Explique su respuesta con un ejemplo.",Verdadero si ambos tienen el mismo valor,0,algoritmia_gemma_local
¿Qué significa que dos proposiciones sean equivalentes lógicamente?  Describa cómo esta relación se representa formalmente utilizando símbolos.,Verdadero si ambos tienen el mismo valor,0,algoritmia_gemma_local
¿Qué es un problema de clase NP?,"Un problema cuyas soluciones propuestas pueden ser verificadas lógicamente como correctas o incorrectas en tiempo polinómico, pero no necesariamente descubiertas en ese tiempo.",0,algoritmia-2
Describe qué significa ser un problema de clase NP y proporciona un ejemplo concreto de este tipo de problema.,"Un problema cuyas soluciones propuestas pueden ser verificadas lógicamente como correctas o incorrectas en tiempo polinómico, pero no necesariamente descubiertas en ese tiempo.",0,algoritmia-2_gemma_local
Un algoritmo se considera eficiente si puede resolver un problema en tiempo polinomial. ¿Qué diferencia a los problemas de clase NP de aquellos que pueden resolverse en tiempo polinomial?,"Un problema cuyas soluciones propuestas pueden ser verificadas lógicamente como correctas o incorrectas en tiempo polinómico, pero no necesariamente descubiertas en ese tiempo.",0,algoritmia-2_gemma_local
Cuales son las amenazas Maliciosas,Directos -> Actuar como otra persona,2,ciberseguridad
El equipo de analítica dispara una consulta masiva diaria que bloquea la tabla de Ventas durante 15 minutos,"deteniendo las compras en producción. ¿Cómo lo solucionas a nivel infraestructura?,Configurar una Réplica de Lectura (Read Replica). Mandarás el tráfico OLTP al máster y el OLAP a la réplica.",2,base-datos
Lógicamente,una implicación solo es falsa si el antecedente (P) es verdadero y el consecuente (Q) es falso.,0,algoritmia-2
Explique con sus propias palabras el significado de la palabra 'lógicamente' en el contexto del desarrollo de software.,una implicación solo es falsa si el antecedente (P) es verdadero y el consecuente (Q) es falso.,0,algoritmia-2_gemma_local
Describa un escenario donde una solución a un problema de programación sería considerada 'lógica'. ¿Qué características tendría dicha solución?,una implicación solo es falsa si el antecedente (P) es verdadero y el consecuente (Q) es falso.,0,algoritmia-2_gemma_local
Notacion Big Omega,Representa el limite inferior (mejor caso).,0,algoritmia
Explique el concepto de Notación Big Omega y cómo se diferencia de la Notación Big O. Proporcione un ejemplo para ilustrar su uso.,Representa el limite inferior (mejor caso).,0,algoritmia_gemma_local
"Determine si las siguientes funciones tienen un orden de complejidad Big Omega de O(n^2) o no: a) f(n) = 3n^2 + 5n, b) g(n) = n log(n) + 2n, c) h(n) = n^3 - 2n.",Representa el limite inferior (mejor caso).,0,algoritmia_gemma_local
¿Qué exige la Tercera Forma Normal (3NF)?,Cumplir 2NF y eliminar dependencias transitivas (ningún atributo no clave debe depender lógicamente de otro atributo no clave).,2,base-datos
Esto permite a aplicaciones cliente (web,"móviles, etc.) consumir el modelo a través de HTTP.",3,inteligencia-computacional
Explica la jerarquía de la Caché (L1,"L2, L3),L1 es la más pequeña y rápida, exclusiva de cada núcleo. L2 es más grande y un poco más lenta (por núcleo). L3 es la más grande, lenta y compartida entre todos los núcleos del procesador.",1,arquitectura-computadoras
"Describe la jerarquía de niveles de caché (L1, L2, L3) en un sistema de computación.","L2, L3),L1 es la más pequeña y rápida, exclusiva de cada núcleo. L2 es más grande y un poco más lenta (por núcleo). L3 es la más grande, lenta y compartida entre todos los núcleos del procesador.",1,arquitectura-computadoras_gemma_local
Imagina que eres un programador que busca optimizar el rendimiento de su código. ¿Cómo influye la jerarquía de caché en la velocidad de acceso a datos?,"L2, L3),L1 es la más pequeña y rápida, exclusiva de cada núcleo. L2 es más grande y un poco más lenta (por núcleo). L3 es la más grande, lenta y compartida entre todos los núcleos del procesador.",1,arquitectura-computadoras_gemma_local
"Explica cómo funciona la caché L1 y cómo se relaciona con los niveles de caché superiores (L2, L3).","L2, L3),L1 es la más pequeña y rápida, exclusiva de cada núcleo. L2 es más grande y un poco más lenta (por núcleo). L3 es la más grande, lenta y compartida entre todos los núcleos del procesador.",1,arquitectura-computadoras_gemma_local
"Un procesador tiene una memoria caché de tres niveles: L1, L2 y L3. Define las características generales de cada nivel, incluyendo su tamaño, velocidad de acceso y propósito.","L2, L3),L1 es la más pequeña y rápida, exclusiva de cada núcleo. L2 es más grande y un poco más lenta (por núcleo). L3 es la más grande, lenta y compartida entre todos los núcleos del procesador.",1,arquitectura-computadoras_gemma_local
"¿Qué es el proceso lógico de ""Limpieza de Datos"" (Data Cleansing)?","Identificar y corregir (o eliminar) registros corruptos, inexactos, valores nulos lógicos o duplicados dentro del dataset antes del modelado analítico.",3,computo-distribuido
Describe las etapas involucradas en el proceso de asegurar la calidad y precisión de los datos para un análisis eficaz.,"Identificar y corregir (o eliminar) registros corruptos, inexactos, valores nulos lógicos o duplicados dentro del dataset antes del modelado analítico.",3,computo-distribuido_gemma_local
¿Qué exige la Primera Forma Normal (1NF)?,Todos los atributos deben ser atómicos (indivisibles) y no deben existir grupos repetitivos o arrays en las columnas.,2,base-datos
Caso Arquitectónico: Un servidor de bases de datos que procesa miles de conexiones pequeñas simultáneas está gastando demasiada RAM solo manteniendo los procesos vivos. ¿Cómo optimizas esto lógicamente a nivel de SO?,"Cambiar la arquitectura del servidor de un modelo basado en ""múltiples procesos"" a un modelo basado en ""múltiples hilos"" (Threads) o asíncrono, ya que los hilos son más ligeros y comparten memoria.",1,arquitectura-computadoras
"Un sistema de chat en tiempo real utiliza múltiples hilos para manejar las conexiones de usuarios. Aunque cada conexión consume poca memoria, el gran número de hilos provoca un consumo elevado de RAM. ¿Qué estrategias del SO podrías implementar para optimizar la gestión de memoria en este caso?","Cambiar la arquitectura del servidor de un modelo basado en ""múltiples procesos"" a un modelo basado en ""múltiples hilos"" (Threads) o asíncrono, ya que los hilos son más ligeros y comparten memoria.",1,arquitectura-computadoras_gemma_local
Una aplicación web que gestiona millones de registros pequeños está experimentando problemas de rendimiento debido al alto uso de RAM. Se sospecha que el problema reside en el almacenamiento de objetos innecesariamente en memoria. Describe qué configuraciones del sistema operativo podrían ayudar a minimizar este consumo de RAM.,"Cambiar la arquitectura del servidor de un modelo basado en ""múltiples procesos"" a un modelo basado en ""múltiples hilos"" (Threads) o asíncrono, ya que los hilos son más ligeros y comparten memoria.",1,arquitectura-computadoras_gemma_local
"Un servidor web con un alto tráfico de solicitudes HTTP está viendo una escalada en el consumo de memoria, principalmente por la creación y destrucción constante de procesos. ¿Qué mecanismos del SO podrías utilizar para reducir el impacto de esta dinámica en la memoria?","Cambiar la arquitectura del servidor de un modelo basado en ""múltiples procesos"" a un modelo basado en ""múltiples hilos"" (Threads) o asíncrono, ya que los hilos son más ligeros y comparten memoria.",1,arquitectura-computadoras_gemma_local
Un servicio de streaming multimedia que necesita gestionar múltiples transmisiones simultáneamente se encuentra con un problema de sobrecarga de RAM. Propón soluciones a nivel de sistema operativo para optimizar el uso de memoria en este escenario.,"Cambiar la arquitectura del servidor de un modelo basado en ""múltiples procesos"" a un modelo basado en ""múltiples hilos"" (Threads) o asíncrono, ya que los hilos son más ligeros y comparten memoria.",1,arquitectura-computadoras_gemma_local
¿Qué es un sistema de N niveles (N-Tier)?,"Distribución de una aplicación en capas separadas (ej. Presentación, Lógica y Datos).",3,computo-inteligente
Describe la arquitectura de un sistema de N niveles (N-Tier) y explica cómo se organiza el trabajo entre los diferentes niveles.,"Distribución de una aplicación en capas separadas (ej. Presentación, Lógica y Datos).",3,computo-inteligente_gemma_local
Relaciones:,Asociaciones entre dos o más entidades. Ej.: un cliente realiza un pedido,2,Sistema-base-datos
"¿Qué es el problema de ""Split-Brain"" (Cerebro Dividido)?","Fallo arquitectónico donde una red se parte a la mitad, y ambos subgrupos de nodos eligen lógicamente a su propio Líder, creyendo que el otro grupo murió, causando corrupción masiva de datos.",3,computo-distribuido
Thread Landscape,Entorno completo donde ocurren ataques,2,ciberseguridad
¿Qué es un Stored Procedure (Procedimiento Almacenado)?,"Bloque de código SQL precompilado en el servidor. Reduce el tráfico de red, abstrae la lógica y mejora la seguridad.",2,base-datos
¿Qué es un Agente Basado en Modelos?,Un agente que mantiene un estado interno para seguir la pista de partes del mundo que no puede ver en el momento.,3,computo-inteligente
"Describa cómo funcionan los agentes basados en modelos, utilizando un ejemplo concreto.",Un agente que mantiene un estado interno para seguir la pista de partes del mundo que no puede ver en el momento.,3,computo-inteligente_gemma_local
Eliminar un elemento en el centro de un Array masivo es muy eficiente (O(1),Falso,0,algoritmia-2
Determinar la eficiencia (en tiempo) de eliminar un elemento del centro de un array masivo.,Falso,0,algoritmia-2_gemma_local
"Si tienes un array masivo con millones de elementos, ¿cuál sería la complejidad temporal para borrar el elemento que se encuentra exactamente en el medio?",Falso,0,algoritmia-2_gemma_local
CIA TRIAD,Confidencialidad,2,ciberseguridad
Un atributo private es heredado pero no es accesible directamente por la subclase,Verdadero,2,programacion-objetos
Como se valida la seguridad de un algoritmo?,"Mediante el escrutinio publico y el analisis de expertos, no mediante el secreto de su diseño.",2,ciberseguridad
Nivel de aislamiento: Serializable.,"El nivel más estricto. Previene todos los fenómenos de concurrencia bloqueando rangos, pero reduce drásticamente el rendimiento simultáneo.",2,base-datos
¿Qué significa que un algoritmo tenga complejidad temporal O(1)?,"Que su tiempo de ejecución es constante, independientemente del tamaño de los datos de entrada.",0,algoritmia-2
¿En qué situaciones se dice que un algoritmo tiene una complejidad temporal O(1) y por qué es relevante?,"Que su tiempo de ejecución es constante, independientemente del tamaño de los datos de entrada.",0,algoritmia-2_gemma_local
"¿Si un algoritmo ejecuta el mismo número de instrucciones sin importar el tamaño de la entrada, ¿cuál sería su complejidad temporal?","Que su tiempo de ejecución es constante, independientemente del tamaño de los datos de entrada.",0,algoritmia-2_gemma_local
"¿Qué es el ""Ámbito Léxico"" (Lexical Scope)?",Regla de diseño donde el alcance de una variable se determina estáticamente por su ubicación física en el código fuente durante el tiempo de compilación.,2,lenguajes-programacion
"¿Qué es un ""Nodo Hoja"" en un árbol de decisión?",El punto final del árbol que contiene la clasificación o predicción final.,3,computo-inteligente
"En un árbol de decisión, ¿qué representa un nodo hoja y qué característica lo distingue de los demás nodos?",El punto final del árbol que contiene la clasificación o predicción final.,3,computo-inteligente_gemma_local
Que es un sistema distribuido?,Una coleccion de computadoreas independeintes que aparecen ante los usuarios como un unico sistema coherente.,3,computo-inteligente
Describe las características clave de un sistema distribuido y proporciona un ejemplo real de su aplicación.,Una coleccion de computadoreas independeintes que aparecen ante los usuarios como un unico sistema coherente.,3,computo-inteligente_gemma_local
Atributos(campos):,Propiedades o características de las entidades. Ej.: el nombre y la dirección de un cliente.,2,Sistema-base-datos
Quieres encontrar el camino más corto para salir de un laberinto en una matriz 2D,"contando el número de pasos lógicos. ¿Eliges DFS o BFS?,BFS (Búsqueda en Anchura), porque al avanzar radialmente por niveles garantiza el camino más corto en estructuras no ponderadas.",0,algoritmia-2
Diseña un algoritmo para determinar la ruta más eficiente para un robot que explora un laberinto bidimensional.,"contando el número de pasos lógicos. ¿Eliges DFS o BFS?,BFS (Búsqueda en Anchura), porque al avanzar radialmente por niveles garantiza el camino más corto en estructuras no ponderadas.",0,algoritmia-2_gemma_local
