texto,respuesta,etiqueta,area_origen
¿Qué es un Grafo Dirigido Acíclico (DAG)?,"Un grafo dirigido que no tiene ciclos lógicos; es decir, no hay forma de empezar en un vértice y regresar a él siguiendo la dirección de las aristas.",0,algoritmia-2
¿Qué significa que X sea una superclave?,cualquier conjunto de atributos que puede identificar de forma única una tupla en una relación.,2,Sistema-base-datos
Una tabla forzosamente requiere tener un Clustered Index.,Falso.,2,base-datos
¿Cuál es el objetivo principal de la quinta forma normal (5NF) en las bases de datos relacionales?,Eliminar la redundancia de datos en esquemas de unión,2,Sistema-base-datos
Tercera Forma Normal (3NF),no debe haber dependencias transitivas (un atributo no clave depende de otro atributono clave).,2,Sistema-base-datos
Final (variable),Una constante cuyo valor no puede cambiar tras la asignación,2,programacion-objetos
Arbol AVL,Un BST que se balancea automaticamente mediante rotaciones para que la diferencia de alturas entre subarboles sea maximo 1.,0,algoritmia
Multiplicidad,"ndica cuántos objetos de una clase se relacionan con un objeto de otra (1..1, 1..*, etc.).",2,programacion-objetos
Un índice cubierto (Covering Index) incluye en su estructura todas las columnas solicitadas en un SELECT,Verdadero,2,base-datos
¿Cuáles son las 4 condiciones necesarias de Coffman para que ocurra un Deadlock?,"1. Exclusión mutua, 2. Retener y esperar, 3. No apropiación (No preemption), 4. Espera circular.",1,arquitectura-computadoras
Priorizan Consistencia y Disponibilidad (CA),asumiendo que la red no se partirá.,2,base-datos
Busqueda Secuencial,Revisa uno por uno. Peor caso (N).,0,algoritmia
Usuario sofisticado,Conocen EBD y usan consultas como SQL,2,Sistema-base-datos
Que es un atributo de clase?,Variable compartida por todas las instancias de una clase,2,programacion-objetos
Que diferencia al Aprendizaje Supervisado del No Supervisado?,Supervisado usa datos etiquetados (la respuesta es correcta),3,computo-inteligente
¿Qué es un Sistema Distribuido?,Un conjunto de computadoras independientes que se presentan ante los usuarios del sistema como una única computadora o sistema lógico coherente.,3,computo-distribuido
¿Qué es la Programación Dinámica?,"Técnica de optimización que divide problemas en subproblemas superpuestos, resolviendo cada subproblema una sola vez y almacenando su resultado lógico en memoria para futuros accesos (Memoization/Tabulation).",0,algoritmia-2
Notacion Big Theta,El algoritmo esta actoado tanto por arriba como por abajo.,0,algoritmia
Que es la escalabilidad Vertical (Scaling Up)?,"Incrementar la potencia de un nodo existentente añadiendo CPU,RAM o almacenamiento.",3,computo-inteligente
Union,"Elementos que estan en A, en B o en ambos",0,algoritmia
Diseñador fisico,"implementa diseño logico en el sistema fisico. da seguridad y rendimiento, usa estructuras de almacenamiento",2,Sistema-base-datos
Zombie: Ya terminó su ejecución,pero su entrada en la tabla de procesos sigue existiendo porque su padre no ha leído su estado de salida.,1,arquitectura-computadoras
Cual es el problema de la explosion combinatoria en algoritmos de busqueda?,"El crecimiento exponencial del espacio de estados a medida que aumenta la profundidad del problema, haciendo inviable la busqueda ciega.",3,computo-inteligente
¿Qué es la Escalabilidad Horizontal (Scaling Out)?,Añadir más máquinas al conjunto del sistema distribuido.,3,computo-inteligente
Estás diseñando un catálogo de productos donde un televisor tiene especificaciones (resolución,"pulgadas) muy distintas a un zapato (talla, material). ¿Qué tipo de BD eliges?,Base de datos NoSQL Documental (ej. MongoDB) para evitar tener cientos de columnas nulas en una BD Relacional.",2,base-datos
Un INNER JOIN siempre devolverá la misma o menor cantidad de filas que la tabla principal,Verdadero.,2,base-datos
Que es el Balance de Carge (Load Balancing),Tecnica de distribuir las peticiones entrantes de manera equitativa entre varios servidores para evitar cuellos de botella y mejorar la disponibilidad.,3,computo-inteligente
Permutaciones vs Combinaciones,En las permutaciones el orden importa(contrasenas) y en las combinaciones no (ensalada de frutas),0,algoritmia
¿Cómo funciona a nivel general (ej. Prolog)?,"El programador define un conjunto de hechos y reglas lógicas. Un ""motor de inferencia"" interno busca soluciones que satisfagan las condiciones dadas, en lugar de ejecutar pasos secuenciales.",2,lenguajes-programacion
Logica de Negocio en 3-Tier,"Logica de aplicacion,regla de negocio y transaccion. (Apache Tomcat, Microsoft IIS)",2,Sistema-base-datos
2-Tier Servidor(Componentes),Gestion de bdd ( Consultas en SQL Server y Oracle),2,Sistema-base-datos
¿Qué es una Llave Foránea (FK)?,"Atributo en una tabla que referencia a la PK de otra, manteniendo la integridad referencial.",2,base-datos
¿Qué es el Aprendizaje No Supervisado?,El modelo busca estructuras o grupos naturales en datos que no tienen etiquetas previas.,3,computo-inteligente
Un programa corre bien durante las primeras 3 horas,"pero luego vuelve a la computadora inoperable y el disco duro no deja de girar, aunque el programa sigue activo.",1,arquitectura-computadoras
Al programar el cálculo de la serie de Fibonacci,"si usas recursividad pura tardará años en un número grande por repetir el cálculo de las mismas ramas. ¿Cómo optimizas esta lógica de negocio?,Usando Programación Dinámica (Memoization) para guardar en un diccionario los números de Fibonacci ya calculados y devolverlos en tiempo O(1).",0,algoritmia-2
Interfaz,"Un ""contrato"" que define qué métodos debe implementar una clase, sin proveer la lógica (generalmente).",2,programacion-objetos
Busqueda Binaria Ejemplo Practico,"Divide un arreglo ordenado a la mitad sucesivamente. Caso práctico: Buscar el ""42"" en una lista de 1 a 100. Resolución: Comparar con 50 (es menor), luego con 25 (es mayor)... máximo 7 intentos",0,algoritmia
¿Qué es el Polimorfismo?,"Capacidad lógica de presentar una misma interfaz para diferentes tipos de datos subyacentes, permitiendo que un método se comporte de manera distinta según el objeto que lo implementa",2,lenguajes-programacion
¿Qué es el proceso KDD (Knowledge Discovery in Databases)?,"El flujo arquitectónico completo que incluye Selección, Preprocesamiento (limpieza), Transformación, Minería de Datos (aplicación del algoritmo) e Interpretación/Evaluación.",3,computo-distribuido
Tautologia,Expresion que siempre es verdadera independientemente de las variables.,0,algoritmia
¿Cuál es una característica esencial de una base de datos en la cuarta forma normal (4NF)?,Eliminación de dependencias multivaluadas,2,Sistema-base-datos
En que unidades se expresa RMSE?,Misma unidad de y,3,inteligencia-computacional
Accuracy,Proporcion de predicciones correctas sobre el total de predicciones realizadas.,3,inteligencia-computacional
Una dependencia transitiva ocurre cuando la PK depende de un atributo secundario,Falso,2,base-datos
"¿Qué es el ""Scheduler"" (Planificador)?","Es el componente del SO que implementa algoritmos lógicos para decidir qué proceso en el estado ""Listo"" (Ready) debe obtener el control de la CPU en el siguiente ciclo.",1,arquitectura-computadoras
Que es el principio HATEOAS,Las respuestas de un API contienen enlaces para navegar por recursos.,3,inteligencia-computacional
¿Qué es el TLB (Translation Lookaside Buffer)?,"Es una pequeña y ultrarrápida memoria caché de hardware dentro de la MMU (Memory Management Unit) que guarda las traducciones recientes de direcciones de memoria lógica a física, acelerando la paginación.",1,arquitectura-computadoras
Que son los controles preventivos,Reducen probabilidad de riesgo,2,ciberseguridad
En lenguajes como Java,"todas las clases heredan implícitamente de la clase Object,Verdadero",2,programacion-objetos
¿Cuál es la diferencia entre los sistemas de archivos FAT32 y NTFS/ext4?,"FAT32 es antiguo, simple y universal pero no admite archivos mayores a 4GB. NTFS (Windows) y ext4 (Linux) son transaccionales (Journaling), admiten metadatos avanzados, permisos y archivos masivos.",1,arquitectura-computadoras
¿Qué es el modelo Cliente-Servidor?,"Arquitectura distribuida asimétrica donde un nodo (servidor) provee pasivamente recursos o servicios, y otros nodos (clientes) inician activamente peticiones para consumirlos.",3,computo-distribuido
¿Cuál es la diferencia entre un algoritmo In-Place y Out-of-Place?,Un In-Place transforma las estructuras de datos utilizando una cantidad mínima y constante de memoria extra. Un Out-of-Place requiere crear copias lógicas completas en memoria.,0,algoritmia-2
Agregación,"Relación ""Tiene-un"" donde la parte puede existir independientemente del todo (ej. Profesor y Escuela).",2,programacion-objetos
Si no tiene uno,"los datos se almacenan sin orden lógico (estructura llamada Heap), aunque por arquitectura se recomienda siempre tenerlo.",2,base-datos
Entidades (tablas):,Almacenan información y representan objetos del mundo real. Ej.:cliente o producto.,2,Sistema-base-datos
Un constructor puede tener un valor de retorno como int o void,Falso,2,programacion-objetos
¿Qué es la Desnormalización?,Introducción deliberada de redundancia en el modelo relacional para evitar JOINs costosos y optimizar el rendimiento de lectura.,2,base-datos
Un bloqueo a nivel de tabla (Table Lock) mejora el rendimiento de concurrencia frente a un bloqueo de fila (Row Lock).,Falso,2,base-datos
En bases de datos NoSQL Documentales,"un cambio de esquema afecta a todos los registros existentes.,Falso",2,base-datos
¿Cuál de las siguientes opciones describe mejor las anomalías de actualización en las bases de datos?,Son problemas que ocurren cuando los cambios en los datos generan resultados inconsistentes o indeseables,2,Sistema-base-datos
¿Qué es la Arquitectura RISC (Reduced Instruction Set Computer)?,"Filosofía de diseño de procesadores (como ARM) que utiliza un conjunto pequeño y altamente optimizado de instrucciones simples, ejecutadas en un solo ciclo de reloj.",1,arquitectura-computadoras
"¿Qué es la ""Currificación"" (Currying)?","Técnica funcional que transforma una función que toma múltiples argumentos en una secuencia encadenada de funciones, cada una tomando un solo argumento lógico.",2,lenguajes-programacion
Que es la encriptacion de cesar?,Cada letra de un texto original es reemplazada por otra letra situada un número fijo de posiciones más adelante o atrás en el alfabeto.,2,ciberseguridad
"¿Qué es el ""Learning Rate"" (Tasa de Aprendizaje)?",Un hiperparámetro que define qué tan grandes son los pasos que da el algoritmo al ajustar los pesos.,3,computo-inteligente
"¿Por qué la ""Composición"" se prefiere frecuentemente sobre la ""Herencia"" en arquitecturas modernas?","La herencia crea un acoplamiento rígido (""es un""). La composición permite ensamblar comportamientos modulares dinámicamente (""tiene un""), facilitando el mantenimiento y evitando jerarquías frágiles",2,lenguajes-programacion
¿Qué es un esquema en Estrella (Star Schema)?,Arquitectura OLAP de Data Warehouse con una gran tabla de hechos (facts) centralizada rodeada de tablas de dimensiones desnormalizadas.,2,base-datos
Diseñas el sistema de un GPS y necesitas garantizar encontrar la ruta más corta en kilómetros entre un punto A y un B. ¿Qué algoritmo implementas?,Algoritmo de Dijkstra o A* (A-Star).,0,algoritmia-2
Que es Rest?,Representational State Transfer,3,inteligencia-computacional
Seguridad Distribuida: ¿Qué es Kerberos?,Un protocolo de autenticación de red que utiliza criptografía de clave secreta y un Tercero de Confianza (KDC) lógico para probar la identidad de usuarios y servidores.,3,computo-distribuido
DML (Data Manipulation Language):,"Consultar y modificar datos (SELECT,INSERT, UPDATE, DELETE).",2,Sistema-base-datos
Protected,"Acceso dentro de la misma clase, subclases y clases del mismo paquete",2,programacion-objetos
Producto Cartesiano,Todas las parejas posibles de dos conjuntos,0,algoritmia
Que significa API?,Application Programming Interface,3,inteligencia-computacional
DROP destruye la estructura,"los datos, y todos los objetos dependientes de ella.",2,base-datos
Que es un setter?,Metodo para modificar un atributo privado validando los datos,2,programacion-objetos
Como funciona el algoritmo K-means,Algoritmo de clustering que particiona n datos en k grupos; asignado cada dato al centroide mas cercano y recalculando los centroides iterativamente.,3,computo-inteligente
¿Cómo escalarías horizontalmente el procesamiento de datos si tu servidor central recibe peticiones en picos impredecibles masivos que causan Timeouts?,"Insertando lógicamente una Cola de Mensajes frente al procesamiento. Las peticiones entran a la cola rápidamente, y múltiples nodos ""Workers"" las extraen a su propio ritmo",3,computo-distribuido
Cual es la diferencia entre Alta Disponibilidad y Tolerancia a Fallos?,La disponibilidad busca minimizar el tiempo de inactividad,3,computo-inteligente
La dirección MAC es un identificador físico e inmutable grabado en la tarjeta de red. DHCP asigna dinámicamente direcciones IP lógicas,máscaras de subred y puertas de enlace.,1,arquitectura-computadoras
Qué es un Interrupción (Interrupt) a nivel de hardware,"Una señal enviada a la CPU por un dispositivo (ej. teclado, disco) indicando que requiere atención inmediata, pausando el proceso actual.",1,arquitectura-computadoras
¿Qué es un problema de clase P?,"Un problema de decisión que puede ser resuelto por una máquina determinista en tiempo polinómico (es decir, de manera eficiente).",0,algoritmia-2
Algoritmos Avidos (Greedy),Elige la opcion optima local en cada paso esperando hallar el optimo global,0,algoritmia
¿Qué es la Regresión?,Tarea supervisada de predecir un valor numérico continuo.,3,computo-inteligente
¿Qué es RMI (Remote Method Invocation)?,"La evolución orientada a objetos del RPC, permitiendo que un objeto en un nodo invoque lógicamente métodos de un objeto situado en otro nodo.",3,computo-distribuido
Limitaciones de joblib,Solo funciona en python,3,inteligencia-computacional
Describe el algoritmo de reemplazo de páginas LRU,"Least Recently Used (Menos Usado Recientemente). Cuando la RAM está llena, el SO expulsa la página de memoria que lleva más tiempo sin ser accedida.",1,arquitectura-computadoras
Bicondicional,Verdadero si ambos tienen el mismo valor,0,algoritmia
¿Qué es un problema de clase NP?,"Un problema cuyas soluciones propuestas pueden ser verificadas lógicamente como correctas o incorrectas en tiempo polinómico, pero no necesariamente descubiertas en ese tiempo.",0,algoritmia-2
Cuales son las amenazas Maliciosas,Directos -> Actuar como otra persona,2,ciberseguridad
El equipo de analítica dispara una consulta masiva diaria que bloquea la tabla de Ventas durante 15 minutos,"deteniendo las compras en producción. ¿Cómo lo solucionas a nivel infraestructura?,Configurar una Réplica de Lectura (Read Replica). Mandarás el tráfico OLTP al máster y el OLAP a la réplica.",2,base-datos
Lógicamente,una implicación solo es falsa si el antecedente (P) es verdadero y el consecuente (Q) es falso.,0,algoritmia-2
Notacion Big Omega,Representa el limite inferior (mejor caso).,0,algoritmia
¿Qué exige la Tercera Forma Normal (3NF)?,Cumplir 2NF y eliminar dependencias transitivas (ningún atributo no clave debe depender lógicamente de otro atributo no clave).,2,base-datos
Esto permite a aplicaciones cliente (web,"móviles, etc.) consumir el modelo a través de HTTP.",3,inteligencia-computacional
Explica la jerarquía de la Caché (L1,"L2, L3),L1 es la más pequeña y rápida, exclusiva de cada núcleo. L2 es más grande y un poco más lenta (por núcleo). L3 es la más grande, lenta y compartida entre todos los núcleos del procesador.",1,arquitectura-computadoras
"¿Qué es el proceso lógico de ""Limpieza de Datos"" (Data Cleansing)?","Identificar y corregir (o eliminar) registros corruptos, inexactos, valores nulos lógicos o duplicados dentro del dataset antes del modelado analítico.",3,computo-distribuido
¿Qué exige la Primera Forma Normal (1NF)?,Todos los atributos deben ser atómicos (indivisibles) y no deben existir grupos repetitivos o arrays en las columnas.,2,base-datos
Caso Arquitectónico: Un servidor de bases de datos que procesa miles de conexiones pequeñas simultáneas está gastando demasiada RAM solo manteniendo los procesos vivos. ¿Cómo optimizas esto lógicamente a nivel de SO?,"Cambiar la arquitectura del servidor de un modelo basado en ""múltiples procesos"" a un modelo basado en ""múltiples hilos"" (Threads) o asíncrono, ya que los hilos son más ligeros y comparten memoria.",1,arquitectura-computadoras
¿Qué es un sistema de N niveles (N-Tier)?,"Distribución de una aplicación en capas separadas (ej. Presentación, Lógica y Datos).",3,computo-inteligente
Relaciones:,Asociaciones entre dos o más entidades. Ej.: un cliente realiza un pedido,2,Sistema-base-datos
"¿Qué es el problema de ""Split-Brain"" (Cerebro Dividido)?","Fallo arquitectónico donde una red se parte a la mitad, y ambos subgrupos de nodos eligen lógicamente a su propio Líder, creyendo que el otro grupo murió, causando corrupción masiva de datos.",3,computo-distribuido
Thread Landscape,Entorno completo donde ocurren ataques,2,ciberseguridad
¿Qué es un Stored Procedure (Procedimiento Almacenado)?,"Bloque de código SQL precompilado en el servidor. Reduce el tráfico de red, abstrae la lógica y mejora la seguridad.",2,base-datos
¿Qué es un Agente Basado en Modelos?,Un agente que mantiene un estado interno para seguir la pista de partes del mundo que no puede ver en el momento.,3,computo-inteligente
Eliminar un elemento en el centro de un Array masivo es muy eficiente (O(1),Falso,0,algoritmia-2
CIA TRIAD,Confidencialidad,2,ciberseguridad
Un atributo private es heredado pero no es accesible directamente por la subclase,Verdadero,2,programacion-objetos
Como se valida la seguridad de un algoritmo?,"Mediante el escrutinio publico y el analisis de expertos, no mediante el secreto de su diseño.",2,ciberseguridad
Nivel de aislamiento: Serializable.,"El nivel más estricto. Previene todos los fenómenos de concurrencia bloqueando rangos, pero reduce drásticamente el rendimiento simultáneo.",2,base-datos
¿Qué significa que un algoritmo tenga complejidad temporal O(1)?,"Que su tiempo de ejecución es constante, independientemente del tamaño de los datos de entrada.",0,algoritmia-2
"¿Qué es el ""Ámbito Léxico"" (Lexical Scope)?",Regla de diseño donde el alcance de una variable se determina estáticamente por su ubicación física en el código fuente durante el tiempo de compilación.,2,lenguajes-programacion
"¿Qué es un ""Nodo Hoja"" en un árbol de decisión?",El punto final del árbol que contiene la clasificación o predicción final.,3,computo-inteligente
Que es un sistema distribuido?,Una coleccion de computadoreas independeintes que aparecen ante los usuarios como un unico sistema coherente.,3,computo-inteligente
Atributos(campos):,Propiedades o características de las entidades. Ej.: el nombre y la dirección de un cliente.,2,Sistema-base-datos
Quieres encontrar el camino más corto para salir de un laberinto en una matriz 2D,"contando el número de pasos lógicos. ¿Eliges DFS o BFS?,BFS (Búsqueda en Anchura), porque al avanzar radialmente por niveles garantiza el camino más corto en estructuras no ponderadas.",0,algoritmia-2
"¿Qué es un ""Sello de Tiempo Vectorial"" (Vector Clock)?","Estructura de datos lógica que expande los relojes de Lamport para detectar no solo el orden de eventos, sino determinar si dos eventos distribuidos fueron causalmente concurrentes (ocurrieron sin que uno afectara al otro).",3,computo-distribuido
"¿Por qué el ""Estado Global"" es considerado un antipatrón en la arquitectura de software?","Porque crea acoplamiento invisible entre módulos, dificulta las pruebas aisladas (testing) y es la principal causa de condiciones de carrera en sistemas concurrentes",2,lenguajes-programacion
Cola de Prioridad,los elementos con mayor prioridad salen antes que los de menor prioridad.,0,algoritmia
En un e-commerce,"consultar el catálogo por 'Marca' tarda 8 segundos. Tienes millones de filas. ¿Cuál es tu primera acción a nivel lógico?,Analizar el plan de ejecución y crear un Índice Secundario (Non-Clustered) en la columna 'Marca'.",2,base-datos
Que es ONNX?,Open Neural Network Exchange,3,inteligencia-computacional
Tienes una lista de FiguraGeometrica que contiene Círculo y Triángulo. Al recorrerla y llamar a dibujar(),"cada uno hace algo distinto. ¿Cómo se llama esto?,Polimorfismo de inclusion",2,programacion-objetos
Conjuntos,Coleccion de objetos Unicos,0,algoritmia
"¿Qué es el ""Quorum"" en bases de datos distribuidas?",El número mínimo estricto de nodos lógicos que deben votar o confirmar exitosamente una operación (lectura/escritura) para que esta se considere válida por el sistema.,3,computo-distribuido
Bubble Sort,Intercambia elementos adyacentes si estan en desorden.,0,algoritmia
Dada la tabla Empleado con los siguientes atributos: ID_Empleado,"Nombre, Apellido, Departamento, Sueldo. ¿Cuál de los siguientes comandos SQL crearía esta tabla en un sistema de gestión de bases de datos (SGBD)? a) CREATE TABLE Empleado (ID_Empleado INT PRIMARY KEY, Nombre VARCHAR(50), Apellido VARCHAR(50), Departamento VARCHAR(50), Sueldo FLOAT);,CREATE TABLE Empleado (ID_Empleado INT PRIMARY KEY, Nombre VARCHAR(50), Apellido VARCHAR(50), Departamento VARCHAR(50), Sueldo FLOAT);",2,Sistema-base-datos
Cual es al principal ventaja de la busqueda A sobre Breadth-First Search(BFS),A es una busqueda informada lo que le permite ser mucho mas eficiente al dirigir la busquda hacia el objetivo.,3,computo-inteligente
¿Cómo se asegura la integridad de los datos durante el diseño lógico?,"Mediante la normalización de relaciones, validación de transacciones de usuario, y aplicación de restricciones de integridad",2,Sistema-base-datos
¿Qué es el OLAP?,Online Analytical Processing; procesamiento que permite consultas complejas y multidimensionales.,3,computo-inteligente
Que es NIST?,National Institute of Standards and Technology,2,ciberseguridad
2. Push(B) $\rightarrow$ [A,B],0,algoritmia
¿Qué estructura de datos usa DFS?,Una pila (LIFO).,3,computo-inteligente
Como saber que tan bueno es un RMSE,Mientras mas cercano a 0 mejor,3,inteligencia-computacional
¿Qué caracteriza a un lenguaje de Tipado Estático?,Los tipos de todas las variables se verifican lógicamente durante la fase de compilación. Errores de tipo impiden que se genere el programa.,2,lenguajes-programacion
DCL (Data Control Language):,"Controlar el acceso a los datos (GRANT,REVOKE)",2,Sistema-base-datos
Caracteristicas de un API RESTful?,Metodos HTTP de forma consistente,3,inteligencia-computacional
Que son los controles correctivos,Reducir impacto,2,ciberseguridad
Algebra de Boole,Uso de identidades para reducir circuitos lógicos.,0,algoritmia
Administrativos,"Tecnicos, Fisicos",2,ciberseguridad
Anomalia de incosistencia,,2,Sistema-base-datos
Algoritmo de Dijjkstra,Halla el camino mas corto en un grafo con pesos positivos,0,algoritmia
¿Qué es una Red Neuronal Artificial?,Un modelo computacional inspirado en la estructura biológica del cerebro para procesar información.,3,computo-inteligente
Confidencialidad CIA,Solo personas/sistemas autorizados pueden acceder a datos protegidos,2,ciberseguridad
¿Qué es el Aprendizaje Supervisado?,El modelo aprende a partir de datos de entrenamiento que ya incluyen la respuesta correcta (etiquetas).,3,computo-inteligente
¿Qué exige la Segunda Forma Normal (2NF)?,Cumplir 1NF y no tener dependencias parciales (ningún atributo no clave debe depender de solo una parte de una PK compuesta).,2,base-datos
¿Cuál es el objetivo principal de la tercera forma normal en las bases de datos relacionales?,Eliminar la dependencia transitiva de los atributos de una tabla,2,Sistema-base-datos
Un equipo en tu oficina no puede cargar páginas web externas,"pero puede enviar paquetes ""ping"" exitosamente a la impresora local y a otras computadoras en la misma habitación. ¿Qué configuración falta?,Falta o está mal configurado el ""Default Gateway"" (Puerta de enlace predeterminada), que es la IP del router necesaria para enrutar tráfico fuera de la red local.",1,arquitectura-computadoras
Que Protege Realmente una llave?,Es componente necesario pero no suficiente para seguridad de un sistema,2,ciberseguridad
"¿Qué es un ""Punto Único de Fallo"" (SPOF - Single Point of Failure)?","Cualquier componente de la arquitectura del sistema que, de fallar, causaría que todo el sistema distribuido deje de funcionar lógicamente.",3,computo-distribuido
Forma Normal de Boyce-Codd(BCNF),ciertas anomalías que aún podían surgir en 3NF cuando un esquema tiene dependencias funcionales más complejas.,2,Sistema-base-datos
Que es un metodo estatico?,Pertenece a la clase y no a una instancia especifica;,2,programacion-objetos
"Qué es un ""Efecto Secundario"" (Side Effect) en programación?","Cualquier cambio de estado lógico observable que ocurre fuera del ámbito local de una función (ej. modificar una variable global, escribir en disco o hacer una petición de red).",2,lenguajes-programacion
"¿Qué es la ""Sección Crítica"" en programación concurrente?","Es el segmento de código arquitectónico donde un proceso o hilo accede y modifica recursos compartidos (variables, archivos) que requieren protección para evitar condiciones de carrera.",1,arquitectura-computadoras
Que son los problemas de regresion,El objetivo es predecir un valor numero,3,inteligencia-computacional
¿Qué es la Redundancia?,Diseño arquitectónico que implica la duplicación lógica de componentes críticos o funciones del sistema con la intención de incrementar la confiabilidad (evitar puntos únicos de fallo),3,computo-distribuido
¿Cuál es el requisito lógico indispensable para poder aplicar una Búsqueda Binaria?,La estructura de datos subyacente (ej. el array) debe estar previamente ordenada,0,algoritmia-2
MergeSort,Divide el arreglo hasta que cada elemento es una lista de tamaño 1 y luego los combina ordenados.,0,algoritmia
Inyección de Dependencias,Técnica donde las dependencias de una clase se pasan desde afuera en lugar de crearlas internamente,2,programacion-objetos
Qué es la Paginación (Paging) en memoria?,Esquema de gestión donde la memoria física y lógica se dividen en bloques del mismo tamaño (páginas y marcos). Permite que la memoria física de un proceso no sea contigua.,1,arquitectura-computadoras
A mayor tamaño de caché,mayor es la latencia y el tiempo necesario para buscar un dato dentro de ella (se vuelve más lenta lógicamente).,1,arquitectura-computadoras
¿Qué es el Scale-Up (Vertical)?,"Incrementar la capacidad lógica de un sistema añadiendo más recursos físicos (CPU, RAM, Discos) a un único nodo o servidor.",3,computo-distribuido
Tabla de Productos y una tabla de Ventas,"cada una en 3NF. Las consultas que más se realizan implican unir ambas tablas para obtener la cantidad vendida por producto en un período de tiempo determinado. ¿Qué estrategia de desnormalización sería la más apropiada para mejorar la eficiencia de estas consulta,Crear una vista materializada que combine los datos de Productos y Ventas.",2,Sistema-base-datos
Propiedades de seguridad computacional,Confidencialidad,2,ciberseguridad
Cliente,Una aplicación o dispositivo que solicita servicios o recursos de otro programa o dispositivo.,2,Sistema-base-datos
Arbol Binario de Busqueda (BST),Izquierda < Raíz < Derecha,0,algoritmia
¿Bajo qué principio lógico opera una Pila (Stack)?,"Principio LIFO (Last In, First Out). El último elemento en entrar es el primero en salir.",0,algoritmia-2
¿Cuál es el objetivo principal de la normalización en las bases de datos relacionales?,Eliminar la redundancia de datos y minimizar las anomalías de actualización,2,Sistema-base-datos
Un objeto Perro hereda de Animal. Ambos tienen el método hacerSonido(),"pero Perro imprime ""Guau""; Qué es esto?,Sobreescritura",2,programacion-objetos
¿Qué es el Sharding (Fragmentación)?,Particionar una base de datos en trozos más pequeños distribuidos en diferentes servidores.,3,computo-inteligente
Final (método),Un método que no puede ser sobrescrito por las subclases,2,programacion-objetos
¿Qué es un modelo Entidad-Relación (ER)?,"Representación conceptual y visual de los datos, sus atributos y la cardinalidad entre ellos.",2,base-datos
Álgebra Booleana: ¿Qué establece la Ley de De Morgan?,Que la negación de una conjunción es la disyunción de sus negaciones. Lógicamente: NOT (A AND B) = (NOT A) OR (NOT B).,0,algoritmia-2
Estás diseñando un juego de ajedrez. El motor de la IA necesita evaluar los próximos movimientos posibles,"y luego los movimientos posibles a partir de esos. ¿Qué estructura de datos estás armando lógicamente?,Un Árbol n-ario (Árbol de Juegos o Decisiones).",0,algoritmia-2
"Necesitas almacenar y acceder frecuentemente al saldo de cuentas de usuarios por su ""Alias"" (una cadena de texto)","y la velocidad es el único requerimiento crítico. ¿Qué estructura seleccionas?,Tabla Hash (Hash Map/Dictionary).",0,algoritmia-2
Minería de Datos (No Supervisado): ¿Qué son las Reglas de Asociación?,Descubrir relaciones lógicas de co-ocurrencia de variables en grandes bases de datos transaccionales (ej. Análisis de canasta de compras).,3,computo-distribuido
Pilas vs Colas,LIFO (Pila) vs FIFO (Cola),0,algoritmia
Que significa Rest?,Representational State Transfer,3,inteligencia-computacional
¿Qué rol cumple el HDFS (Hadoop Distributed File System)?,Almacena lógicamente archivos gigantes dividiéndolos en bloques grandes y replicándolos a través de los nodos de un clúster para tolerancia a fallos.,3,computo-distribuido
Estás diseñando un SO para un marcapasos cardíaco. ¿Qué tipo de algoritmo de planificación (Scheduler) implementarías?,"Un Sistema Operativo de Tiempo Real (RTOS) con un planificador estricto basado en Prioridades, asegurando que los eventos críticos (latidos) siempre preempcionen (interrumpan) cualquier otra tarea.",1,arquitectura-computadoras
Ignorar: Cuando la mayoria de elementos de una columna no existen,podemos omitirla en nuestro modelo.,3,inteligencia-computacional
Requiere un cambio de contexto de User Mode a Kernel Mode,validación de seguridad y luego el retorno a User Mode.,1,arquitectura-computadoras
Conjuncion (AND),Solo es verdadera si ambas son verdaderas,0,algoritmia
¿Qué diferencia a un Grafo Dirigido de uno No Dirigido?,"En el dirigido, las aristas tienen una dirección estricta (A -> B no implica B -> A). En el no dirigido, las conexiones son bidireccionales por defecto.",0,algoritmia-2
Dependencias funcionales (DF),Una DF se da cuando la información en una columna depende de la información en otra columna. 1:1,2,Sistema-base-datos
¿Qué es un Almacén de Datos (Data Warehouse)?,Repositorio centralizado de datos integrados de múltiples fuentes para análisis.,3,computo-inteligente
Reglas de integridad en el modelo relacional,"Integridad de Entidad, Integridad Referencial y Integridad de Dominio",2,Sistema-base-datos
¿Cuál es el objetivo principal de la primera forma normal en las bases de datos relacionales?,Evitar la duplicación de datos en una tabla,2,Sistema-base-datos
(DA) Estandares,"Nombres de Campos y Tablas, Formato de Datos y Estandar de Codificacion",2,Sistema-base-datos
Un metodo estatico puede acceder directamente a variables de instancia no estaticas,Falso,2,programacion-objetos
El Pipelining permite que se terminen de procesar 5 instrucciones en el mismo instante de tiempo,Falso,1,arquitectura-computadoras
¿Cuál es el comportamiento de XOR (OR Exclusivo)?,"Devuelve 1 (Verdadero) únicamente si los dos bits comparados son diferentes. Si son iguales, devuelve 0.",0,algoritmia-2
¿Qué es el Clustering (Agrupamiento)?,Tarea no supervisada de agrupar objetos similares entre sí y diferentes a los de otros grupos.,3,computo-inteligente
En que se enfoca la seguridad en ICC,Diseño de algoritmos y tecnicas,2,ciberseguridad
