texto,respuesta,etiqueta,area_origen
En la composición,"si se destruye el objeto ""Padre"", se destruyen los objetos ""Hijos"".,Verdadero",2,programacion-objetos
"¿Cuál de las siguientes afirmaciones es FALSA con respecto al regresión?
A) Relaciona entradas con salidas.
B) Se utiliza para la predicción.
C) Puede utilizarse para la interpretación.
D) Descubrir relaciones causales","Respuesta: D - Si bien el análisis de regresión puede identificar asociaciones entre variables, no necesariamente establece relaciones causales. Para determinar causalidad se requieren estudios más rigurosos como ensayos controlados.",3,MMLU_machine_learning
Al diseñar un diagrama ER para una biblioteca,"decides que cada libro puede ser prestado a varios usuarios, y cada usuario puede tomar prestados varios libros. ¿Qué tipo de relación debería existir entre las entidades Libro y Usuario?,Muchos a muchos",2,Sistema-base-datos
"Un procesador sin pipelining tarda X ciclos en ejecutar una sola instrucción. ¿Cuánto tiempo le tomaría ejecutar 5 instrucciones con pipelining, suponiendo que las etapas del pipeline toman un ciclo cada una?",Falso,1,arquitectura-computadoras_gemma_local
Describe la función principal del Kernel en un sistema operativo.,"Es el componente central del Sistema Operativo que gestiona los recursos del hardware y sirve de puente entre el software (aplicaciones) y el hardware físico (CPU, memoria, dispositivos).",1,arquitectura-computadoras_gemma_local
"Se desea agrupar 7 puntos en 3 clusters utilizando el algoritmo de agrupamiento k-Means. Suponiendo que después de la primera iteración, los clusters C1, C2 y C3 contienen los siguientes puntos bidimensionales: C1 contiene los 2 puntos: {(0,6), (6,0)} C2 contiene los 3 puntos: {(2,2), (4,4), (6,6)} C3 contiene los 2 puntos: {(5,5), (7,7)}. ¿Cuáles son los centros de cluster calculados para estos 3 clusters?
A) C1: (3,3), C2: (4,4), C3: (6,6)
B) C1: (3,3), C2: (6,6), C3: (12,12)
C) C1: (6,6), C2: (12,12), C3: (12,12)
D) C1: (0,0), C2: (48,48), C3: (35,35)","Respuesta: A - La respuesta correcta es la opción A porque los centros de cluster se calculan como el promedio de las coordenadas de todos los puntos dentro de cada cluster. En este caso, el centro de C1 es (3,3), el de C2 es (4,4) y el de C3 es (6,6).",1,MMLU_college_computer_science
Algoritmos Avidos (Greedy),Elige la opcion optima local en cada paso esperando hallar el optimo global,0,algoritmia
"Determine la dimensionalidad del espacio nulo de la siguiente matriz: A = [[3, 2, −9], [−6, −4, 18], [12, 8, −36]]
A) 0
B) 1
C) 2
D) 3","Respuesta: C - La dimensionalidad del espacio nulo es el número de vectores linealmente independientes en el núcleo de la matriz. En este caso, se puede demostrar que el rango de la matriz A es 1, lo que implica que su dimensión del espacio nulo es 2 (n-r = 3 - 1 = 2).",3,MMLU_machine_learning
Administrador de Datos(DA),"Hace estandares,politicas. Planificacion y gestion de datos. Diseño logico del bdd",2,Sistema-base-datos
¿Qué es el Cross-Validation (Validación Cruzada)?,Técnica para evaluar el modelo dividiendo los datos en $k$ partes y probando $k$ veces.,3,computo-inteligente
"La autenticación de mensajes es un servicio que va más allá de...
A) Confidencialidad del mensaje
B) Integridad del mensaje
C) Bombardeo de mensajes
D) Envío de mensajes",Respuesta: B - La autenticación de mensajes garantiza que un mensaje provenga del remitente declarado y no haya sido modificado durante el tránsito. La integridad del mensaje se refiere a la precisión y confiabilidad de su contenido.,2,MMLU_computer_security
Describe el concepto de un Árbol Trie (Árbol de Prefijos) y explica cómo se utiliza para almacenar y buscar cadenas.,Estructura de árbol especializada en recuperar cadenas lógicas de caracteres. Ideal para sistemas de autocompletado de palabras.,0,algoritmia-2_gemma_local
"¿Cuál de los siguientes métodos es un método de autenticación?
A) Pregunta secreta
B) Biométrico
C) Código SMS
D) Todas las anteriores","Respuesta: D - La autenticación implica verificar la identidad de un usuario. Las preguntas secretas, la biometría y los códigos SMS son métodos comunes para verificar la identidad.",2,MMLU_computer_security
"¿Qué es un ""Centroide""?",El punto central (promedio) de un cluster en el espacio de datos.,3,computo-inteligente
Que es un Bigrama,Algunos pare de letras son más frecuentes que otros,2,ciberseguridad
Conjuntos,Coleccion de objetos Unicos,0,algoritmia
"Cuál de los siguientes algoritmos pertenece al campo del agrupamiento (clustering) en aprendizaje automático?
A) Maximización-Esperanza
B) Árbol de Decisión y Regresión CART
C) Naive Bayes Gaussiano
D) Apriori","Respuesta: A - La Maximización-Esperanza (EM) es un algoritmo iterativo utilizado para realizar agrupamiento, particularmente en el caso de modelos mixtos donde los datos se consideran como una combinación de distribuciones.",3,MMLU_machine_learning
"¿En el contexto de teoría de grafos, ¿qué significa un grafo ponderado y cómo se diferencia de un grafo no ponderado? Proporciona ejemplos para ilustrar tu respuesta.",Un grafo donde cada arista tiene un peso matemático o costo numérico asignado (ej. distancias entre ciudades o latencia de red).,0,algoritmia-2_gemma_local
Como se clasifican las amenazas?,Humanas,2,ciberseguridad
"Explique el concepto de problemas de clasificación en Machine Learning, proporcionando ejemplos de aplicaciones en el mundo real.","Se utiliza pra predecir una etiqueta, categoria discreta, usualmente usando una etiqueta",3,inteligencia-computacional_gemma_local
¿Qué es la Desnormalización?,Introducción deliberada de redundancia en el modelo relacional para evitar JOINs costosos y optimizar el rendimiento de lectura.,2,base-datos
¿Cómo se mide la confianza en reglas de asociación encontradas a partir de un conjunto de datos?,La probabilidad de que un elemento B aparezca dado que apareció el elemento A.,3,computo-inteligente_gemma_local
"Determinar qué comando(s) de PyTorch 1.8 generan una matriz gaussiana de 10x5 con cada entrada extraída de forma independiente (i.i.d.) de una distribución normal (\u03A0=5, \u03C1²=16) y una matriz uniforme de 10x10 donde cada entrada es extraída de forma i.i.d. de la distribución U[-1,1).
A) 5 + torch.randn(10,5) * 16 ; torch.rand(10,10,low=-1,high=1)
B) 5 + torch.randn(10,5) * 16 ; (torch.rand(10,10) - 0.5) / 0.5
C) 5 + torch.randn(10,5) * 4 ; 2 * torch.rand(10,10) - 1
D) torch.normal(torch.ones(10,5)*5,torch.ones(5,5)*16) ; 2 * torch.rand(10,10) - 1","Respuesta: C - La opción C es correcta porque: 

* `5 + torch.randn(10,5) * 4` genera una matriz gaussiana de 10x5 con media 5 y desviación estándar √16 (es decir, 4).  
* `2 * torch.rand(10,10) - 1` genera una matriz uniforme de 10x10 entre -1 y 1.",3,MMLU_machine_learning
Que representan las URL en REST,Recursos,3,inteligencia-computacional
"¿Cuál de los siguientes enunciados es(son) verdadero(s) sobre sistemas de memoria virtual que utilizan páginas?
A) Solo I
B) Solo II
C) I y II
D) I y III",Respuesta: A - La opción A es correcta porque solo el enunciado I es verdadero. Los sistemas de memoria virtual permiten que el espacio de direcciones virtuales sea más grande que la cantidad de memoria física disponible. Esto se logra mediante el intercambio de páginas entre la memoria principal y el almacenamiento secundario.,1,MMLU_college_computer_science
¿Cuál es la filosofía del Paradigma Declarativo?,Enfocarse en el qué. Se describe lógicamente el resultado deseado sin especificar los pasos de control de flujo subyacentes (ej. consultas SQL o HTML).,2,lenguajes-programacion
"En algoritmos de búsqueda, ¿cómo afecta la explosión combinatoria al rendimiento y a qué tipo de problemas puede ser un obstáculo significativo?","El crecimiento exponencial del espacio de estados a medida que aumenta la profundidad del problema, haciendo inviable la busqueda ciega.",3,computo-inteligente_gemma_local
Una expresión matemática se recibe en notación postfija (ej. 3 4 + 2 *). ¿Cuál es la estructura ideal para evaluar el resultado lógicamente mientras se lee el string?,Una Pila (Stack),0,algoritmia-2
Protected,"Acceso dentro de la misma clase, subclases y clases del mismo paquete",2,programacion-objetos
¿Cuál es la función principal de un Analizador Léxico en el proceso de compilación de un programa?,"Es la primera fase del compilador. Lee el código fuente carácter por carácter y agrupa los símbolos en unidades con significado lógico llamadas ""Tokens"" (ej. identificadores, palabras reservadas).",1,arquitectura-computadoras_gemma_local
Abstraccion,"Proceso de capturar solo los detalles relevantes de un objeto para un contexto determinado, ignorando lo relevante",2,programacion-objetos
Funciones como SUM() y COUNT() se pueden filtrar usando la cláusula WHERE.,Falso.,2,base-datos
¿Qué es un sistema Tolerante a Faltas Bizantinas (Byzantine Fault Tolerance)?,"Arquitectura avanzada que puede resistir no solo nodos que se apagan, sino nodos que actúan maliciosamente o envían información lógicamente contradictoria a diferentes partes de la red (muy usado en Blockchain).",3,computo-distribuido
¿Qué es una Clase Concreta?,(Una clase que implementa todos sus métodos y puede ser instanciada),2,programacion-objetos
¿Qué es el Backpropagation?,Algoritmo utilizado para entrenar redes neuronales calculando el gradiente del error y distribuyéndolo hacia atrás para ajustar los pesos.,3,computo-inteligente
"Se te proporciona un mensaje (m) y su cifrado mediante XOR (c). ¿Puedes calcular la clave XOR (k) a partir de m y c?
A) No, no puedo calcular la clave.
B) Sí, la clave es k = m xor c.
C) Solo puedo calcular la mitad de los bits de la clave.
D) Sí, la clave es k = m xor m.","Respuesta: B - La opción B es correcta porque el cifrado XOR se basa en la operación bit a bit XOR entre el mensaje original y la clave. Para descifrar, simplemente se aplica XOR nuevamente al ciphertext con la misma clave.",2,MMLU_computer_security
Características de bdd,"Integridad de Datos, Acceso Concurrente, Independencia de Datos",2,Sistema-base-datos
Un índice cubierto (Covering Index) incluye en su estructura todas las columnas solicitadas en un SELECT,Verdadero,2,base-datos
¿Qué rol juega la Capa de Enlace de Datos (Capa 2) en el Modelo OSI?,Proporcionar tránsito de datos a través de un enlace físico directo. Utiliza direcciones MAC (físicas) y detecta errores en las tramas (frames) mediante sumas de verificación.,1,arquitectura-computadoras_gemma_local
Cuál de las siguientes opciones describe correctamente una clave primaria en una tabla relacional?,Un campo o conjunto de campos que identifica de manera única cada registro en una tabla.,2,Sistema-base-datos
El protocolo DHCP puede asignar direcciones MAC dinámicamente a los dispositivos de una red,Falso,1,arquitectura-computadoras
"Considera la red bayesiana dada a continuación. ¿Cuántos parámetros independientes se necesitan para esta red bayesiana H -> U <- P <- W?
A) 2
B) 4
C) 8
D) 16","Respuesta: C - Se necesitan 8 parámetros independientes. Cada enlace en la red representa una distribución de probabilidad.  Para H -> U, necesitamos 2 parametros (probabilidad de H = True y Falso dado que U es verdadero o falso). Lo mismo aplica para las relaciones P <- W y U <- P.",3,MMLU_machine_learning
"¿Cuál de los siguientes problemas es (son) decidible(s)?
I. Dada una cadena finita *w*, ¿es *w* un prefijo de la expansión decimal de π?
II. Dada un programa y una entrada, ¿la salida del programa es la expansión decimal de π?
III. Dada un programa que toma como entrada un prefijo de la expansión decimal de π, ¿la salida del programa es siempre la misma para cada prefijo?
A) Solo I
B) Solo II
C) Solo III
D) Solo I y II","Respuesta: A - La opción A es correcta porque solo el problema I es decidible. Determinar si una cadena es un prefijo de la expansión decimal de π es un problema que se puede resolver en tiempo finito, a diferencia de los problemas II y III que involucran analizar el comportamiento de programas arbitrarios.",1,MMLU_college_computer_science
¿Qué son las bibliotecas dinámicas compartidas (.dll) y cómo se utilizan en los sistemas operativos modernos?,.so). Mapean lógicamente la misma ubicación física en la RAM a los espacios virtuales de ambos procesos para ahorrar memoria.,1,arquitectura-computadoras_gemma_local
Principios de Rest,Cliente-servidor: Separacion de responsabilidaddes,3,inteligencia-computacional
"**Declaración 1:** El algoritmo ID3 garantiza encontrar el árbol de decisión óptimo. **Declaración 2:** Considera una distribución de probabilidad continua con densidad f() que no es cero en ninguna parte. La probabilidad de un valor x es igual a f(x).
A) Verdadero, Verdadero
B) Falso, Falso
C) Verdadero, Falso
D) Falso, Verdadero","Respuesta: B - La respuesta correcta es **B) Falso, Falso**.  La Declaración 1 es falsa porque ID3 no siempre encuentra el árbol de decisión óptimo. Puede quedarse atascado en un óptimo local. La Declaración 2 es falsa porque la probabilidad de un evento puede ser diferente a la densidad de su distribución de probabilidad.",3,MMLU_machine_learning
"Determine si las siguientes afirmaciones sobre métricas de evaluación y modelos lingüísticos son verdaderas o falsas.
A) Verdadero, Verdadero
B) Falso, Falso
C) Verdadero, Falso
D) Falso, Verdadero","Respuesta: A - La afirmación 1 es verdadera porque el métricas BLEU se basa en la precisión (precision) mientras que la métrica ROGUE se basa en el recall. La afirmación 2 también es verdadera, ya que los modelos ocultos de Markov (HMM) fueron ampliamente utilizados para modelar oraciones en inglés.",3,MMLU_machine_learning
"¿Qué es la búsqueda ""Ciega"" o No Informada?",Estrategias que no tienen información adicional sobre el costo de los estados más allá de la definición del problema.,3,computo-inteligente
¿En qué consiste la prueba de Turing y cuál es su objetivo principal?,Una prueba de la capacidad de una máquina para exhibir un comportamiento inteligente indistinguible del de un humano.,3,computo-inteligente_gemma_local
Que es un codificador de Vigenere,"Corrientes lineales, pero diferentes para cada letra",2,ciberseguridad
¿Qué es la Búsqueda en Profundidad (DFS - Depth-First Search) en grafos?,Algoritmo que explora lo más profundo posible a lo largo de cada rama lógica antes de retroceder (backtracking). Requiere una Pila (Stack) o recursividad.,0,algoritmia-2
"¿Qué es el ""Middleware""?","Capa lógica de software que se sitúa entre el sistema operativo y las aplicaciones distribuidas, proporcionando servicios comunes (como comunicación o seguridad) para ocultar la heterogeneidad de la red.",3,computo-distribuido
"¿Cuál de los siguientes métodos únicamente se puede utilizar cuando los datos de entrenamiento son linealmente separables?
A) SVM de margen duro lineal
B) Regresión logística lineal
C) SVM de margen suave lineal
D) Método del centroide","Respuesta: A - El SVM de margen duro lineal (Hard-margin SVM) asume que los datos son completamente separables por un hiperplano. Si los datos no son linealmente separables, el algoritmo no podrá encontrar una solución.",3,MMLU_machine_learning
"Se define una función E como un cifrado con clave k y mensaje m, donde se genera aleatoriamente un valor r, y luego se calcula el cifrado como (r, F(k, r) ⊕ m), siendo F una Función de Reducción a Prueba de Ruffians. Se pregunta si este esquema E es simétricamente seguro bajo ataques de conocimiento del plano (CPA).
A) Sí, siempre que F sea una función de reducción a prueba de ruffians segura.
B) No, siempre existe un ataque CPA contra este sistema.
C) Sí, pero solo si R es lo suficientemente grande para que r nunca se repita (con alta probabilidad).
D) Depende de qué función F se utilice.","Respuesta: C - La seguridad bajo CPA del esquema depende de que el valor aleatorio r sea suficientemente grande y no se repita. Si r se repite, un atacante puede inferir el mensaje original a partir del cifrado anterior.",2,MMLU_computer_security
Interpretar diagramas UML para determinar la estructura de datos y relaciones entre clases.,tipos y significado de variables,3,inteligencia-computacional_gemma_local
Que es la funcion de activacion en una red neuronal basica?,"Es una funcion matematica que decide si una neuorna debe activarse o no, transformando la suma ponderada de las entradas en un valor de salida.",3,computo-inteligente
Componentes del ER,"Entidades (tablas), Atributos(campos) Y Relaciones",2,Sistema-base-datos
Describe las limitaciones del Teorema CAP y explica por qué es importante considerar este teorema al diseñar sistemas distribuidos.,"En un sistema distribuido solo puedes garantizar 2 de 3: Consistencia, Disponibilidad o Tolerancia a Particiones.",3,computo-inteligente_gemma_local
Describa brevemente el paradigma de diseño 'Divide y Vencerás' y proporcione un ejemplo sencillo de cómo se podría utilizar para diseñar una función que ordena una lista de números.,"En dividir un problema complejo en subproblemas más pequeños del mismo tipo, resolverlos (usualmente por recursividad) y combinar sus resultados lógicos.",0,algoritmia-2_gemma_local
"En modelos de clasificación, ¿qué significa que un modelo haya sobreajustado los datos de entrenamiento y cómo se puede identificar? ","Cuando un modelo aprende demasiado bien los detalles y el ruido de los datos de entrenamiento, perdiendo su capacidad de generalizar con datos nuevos.",3,computo-inteligente_gemma_local
Modelos comunes son regresion logistica,"rf, svm.",3,inteligencia-computacional
Explique el mecanismo de paginación como herramienta clave para implementar la memoria virtual y mejorar la eficiencia del sistema operativo.,"Abstracción arquitectónica que engaña a los procesos haciéndoles creer que tienen una memoria contigua y enorme, mapeando direcciones lógicas a RAM física o a un espacio temporal en el disco duro.",1,arquitectura-computadoras_gemma_local
Que tipo de problemas resuelve mejor un algoritmo de busqueda como A?,"Problemas de navegacion, planificacion de rutas o juegos donde se conoce el estado inicial, el final y el costo de movimiento.",3,computo-inteligente
¿Qué es la arquitectura Peer-to-Peer (P2P)?,"Modelo distribuido descentralizado donde todos los nodos (pares) tienen exactamente las mismas responsabilidades lógicas, actuando simultáneamente como clientes y servidores.",3,computo-distribuido
Cuales son las amenazas Maliciosas,Directos -> Actuar como otra persona,2,ciberseguridad
La palabrada reservada this; hace referencia a la instancia actual del objeto,Verdadero,2,programacion-objetos
Esto evita que el motor tenga que hacer búsquedas físicas en la tabla principal (Key Lookups),maximizando la velocidad.,2,base-datos
"Si tuviera una base de datos con solo 20 registros, ¿qué algoritmos de aprendizaje automático considerarías apropiados? Justifica tu elección.","Quick Sort siempre derrotará arquitectónicamente a Insertion Sort en velocidad,Falso",0,algoritmia-2_gemma_local
Que es joblib?,"Creacion de pipelines para tareas de larga duracion, especialmente enfocada en reporducibilidad, rendimiento y paralelizacion",3,inteligencia-computacional
¿Qué es la Confianza en reglas de asociación?,La probabilidad de que un elemento B aparezca dado que apareció el elemento A.,3,computo-inteligente
"La implementación de openSSL descrita en ""Ataques de Tiempo Remoto son Prácticos"" (por Brumley y Boneh) utiliza las siguientes optimizaciones de rendimiento: Representación de Montgomery (MR), Multiplicación de Karatsuba (KM), Restado Chino (CR) y Cuadrado Repetido y Ventanas Corrientes (RS). ¿Cuál de las siguientes opciones cerraría el ataque por canal de tiempo descrito en el documento si se desactivara las optimizaciones listadas?
A) Verdadero, Verdadero
B) Falso, Falso
C) Verdadero, Falso
D) Falso, Verdadero","Respuesta: D - La respuesta correcta es D.  Desactivar solo la Representación de Montgomery (MR) cerraría el canal de tiempo descrito en el documento. Las demás opciones incluyen RS y KM, las cuales no son las principales fuentes del canal de tiempo.",2,MMLU_computer_security
Un software funciona correctamente durante las primeras 3 horas de uso.,"pero luego vuelve a la computadora inoperable y el disco duro no deja de girar, aunque el programa sigue activo.",1,arquitectura-computadoras_gemma_local
"Dos procesadores, M-5 y M-7, implementan el mismo conjunto de instrucciones. El procesador M-5 utiliza una canalización de 5 etapas y un ciclo de reloj de 10 nanosegundos. El procesador M-7 utiliza una canalización de 7 etapas y un ciclo de reloj de 7.5 nanosegundos. ¿Cuál (es) de las siguientes afirmaciones es (son) verdadera(s)?
A) Solo I
B) Solo II
C) I y III
D) II y III",Respuesta: A - La opción A es correcta porque la afirmación I es verdadera. La tasa máxima de transferencia de datos se refiere a cuántas instrucciones pueden completarse por unidad de tiempo. Una canalización más larga (7 etapas en M-7) generalmente permite una mayor tasa de transferencia de datos si se mantienen ciclos de reloj similares.  ,1,MMLU_college_computer_science
Disponibilidad CIA,Acceso a los datos/sistemas en todo momento y con eficiencia,2,ciberseguridad
"¿Cuál de las siguientes afirmaciones es verdadera sobre un SVM (Support Vector Machine)?
A) A) Para puntos de datos bidimensionales, el hiperplano separador aprendido por un SVM lineal será una línea recta.
B) B) En teoría, un SVM con kernel gaussiano no puede modelar ningún hiperplano separador complejo.
C) C) Para cada función de núcleo utilizada en un SVM, se puede obtener una expansión de base cerrada equivalente.
D) D) El overfitting en un SVM no es una función del número de vectores de soporte.",Respuesta: A - La afirmación A es correcta porque un SVM lineal busca la mejor línea recta que pueda separar los datos bidimensionales. Un hiperplano es una generalización de una línea recta a dimensiones superiores.,3,MMLU_machine_learning
"Para calcular el producto matricial M_1M_2, donde M_1 tiene p filas y q columnas, y M_2 tiene q filas y r columnas, se requiere un tiempo proporcional a pqr, y el resultado es una matriz de p filas y r columnas. Considerando el producto de tres matrices N_1N_2N_3 que tienen, respectivamente, w filas y x columnas, x filas y y columnas, y y filas y z columnas. ¿Bajo qué condición tomará menos tiempo calcular el producto como (N_1N_2)N_3 (es decir, multiplicar primero las dos matrices primeras) que calcularlo como N_1(N_2N_3)?
A) No existe tal condición; es decir, siempre tomarán el mismo tiempo.
B) 1/x + 1/z < 1/w + 1/y
C) x > y
D) 1/w + 1/x < 1/y + 1/z","Respuesta: B - La opción B es correcta porque refleja la eficiencia del orden de multiplicación de matrices.  Cuando 1/x + 1/z < 1/w + 1/y, el producto (N_1N_2)N_3 tiene una complejidad temporal menor que N_1(N_2N_3). Esto se debe a la relación entre los tamaños de las matrices y la cantidad de operaciones necesarias en cada caso.",1,MMLU_college_computer_science
Explica cómo se utiliza la operación NOT (negación) en un programa para invertir el valor booleano de una expresión.,Invierte el valor de verdad,0,algoritmia_gemma_local
Un algoritmo de clasificación necesita reorganizar una lista de números. ¿Qué implica trabajar In-Place versus Out-of-Place en este contexto? Describa los pros y contras de cada enfoque.,Un In-Place transforma las estructuras de datos utilizando una cantidad mínima y constante de memoria extra. Un Out-of-Place requiere crear copias lógicas completas en memoria.,0,algoritmia-2_gemma_local
Que es ONNX?,Open Neural Network Exchange,3,inteligencia-computacional
"¿Cuál de las siguientes tareas puede resolverse mejor utilizando agrupamiento?
A) Predecir la cantidad de lluvia en base a diversas señales.
B) Detectar transacciones fraudulentas de tarjetas de crédito.
C) Entrenar un robot para resolver un laberinto.
D) Todas las anteriores.","Respuesta: B - El agrupamiento se utiliza para clasificar datos en grupos basados en similitudes. En el caso de detectar transacciones fraudulentas, se pueden agrupar transacciones similares según patrones inusuales, lo que ayuda a identificar posibles casos fraudulentos.",3,MMLU_machine_learning
Imagine que necesita transferir una gran cantidad de datos entre un dispositivo periférico y la memoria principal. ¿Cómo puede ayudar el DMA a optimizar este proceso?,"Subsistema que permite a los periféricos transferir datos directamente a la RAM sin intervención continua de la CPU, liberando al procesador para otras tareas.",1,arquitectura-computadoras_gemma_local
El departamento de marketing busca segmentar usuarios en campañas personalizadas según sus patrones de navegación web.,"pero no tienen perfiles definidos de antemano. ¿Qué aplicas?,Clustering (ej. Algoritmo K-Means o DBSCAN)",3,computo-distribuido_gemma_local
Imagina que estás trabajando en un proyecto de código abierto con varias partes interdependientes. ¿Cómo usarías herramientas como Makefiles para automatizar el proceso de compilación y asegurar la consistencia del proyecto?,"donde la librería 'X' debe compilarse antes que la aplicación 'Y'. ¿Qué estructura y algoritmo aplicas?,Modelarlo en un Grafo Dirigido Acíclico (DAG) y aplicarle un Ordenamiento Topológico.",0,algoritmia-2_gemma_local
"Produce un efecto arquitectónico llamado ""Sobreajuste"" (Overfitting)",donde el modelo memoriza lógicamente el ruido y pierde capacidad de generalización.,3,computo-distribuido
Protecicon brindada a un sistema de informacion para alcanzar los objetivos aplicables de preservar la integridad,disponibilidad y confidencialidad,2,ciberseguridad
"De los siguientes algoritmos de clasificación, cuál tiene un tiempo de ejecución que **menos** depende del ordenamiento inicial de la entrada?
A) Ordenamiento por inserción
B) Quicksort
C) Merge sort
D) Ordenamiento por selección","Respuesta: C - Merge sort tiene un tiempo de ejecución O(n log n) que es independiente del orden inicial de los datos.  Los demás algoritmos (Insertion Sort, Quicksort y Selection Sort) pueden tener tiempos de ejecución más lentos en el peor de los casos si los datos están desordenados.",1,MMLU_college_computer_science
Descripción del método HTTP GET y su uso para la obtención de datos.,"POST, PUT, DELETE",3,inteligencia-computacional_gemma_local
Que es la posesion/control,Solo las entidaddes autorizdas deben tener control fisico o logico del archivo.,2,ciberseguridad
"¿Qué es el ""Balanceo de Carga"" (Load Balancing)?",Componente distribuido encargado de interceptar el tráfico entrante y distribuirlo lógicamente y de manera equitativa entre múltiples nodos servidores traseros.,3,computo-distribuido
¿Qué es un proceso Huérfano (Orphan) y un proceso Zombie?,Huérfano: Su proceso padre terminó o murió antes que él (es adoptado por el proceso inicial init),1,arquitectura-computadoras
Que es una clase?,Plantilla o molde que define los atributos y metodos comunes a todos los objetos de ese tipo.,2,programacion-objetos
Describe cómo funciona una llamada a procedimiento remoto (RPC) y menciona sus ventajas en el desarrollo de aplicaciones distribuidas.,Protocolo que permite a un programa ejecutar código en otra máquina sin preocuparse por la red.,3,computo-inteligente_gemma_local
Comunicación Cliente/Servido,"Intercambio de datos entre C/S. Utiliza protocolos de comunicación estándar (ej. HTTP,FTP, TCP/IP)",2,Sistema-base-datos
Un director de tecnología necesita encontrar un archivo específico dentro de una gran biblioteca digital ordenada alfabéticamente. ¿Cómo podría utilizar la búsqueda binaria para optimizar esta tarea? Explique los pasos del algoritmo y mencione las ventajas de usar este método en este escenario.,Concepto: Solo funciona en arreglos ordenados. Divide el problema a la mitad en cada paso.,0,algoritmia_gemma_local
Multiplicidad,"ndica cuántos objetos de una clase se relacionan con un objeto de otra (1..1, 1..*, etc.).",2,programacion-objetos
"En el Modelo OSI, ¿cuál es la responsabilidad principal de la Capa de Red (Capa 3)?  A:  Permitir que los paquetes viajen entre diferentes redes.",Determina la ruta lógica más eficiente para mover paquetes de datos a través de múltiples subredes desde el origen hasta el destino utilizando direcciones IP.,1,arquitectura-computadoras_gemma_local
Factory Method,Patrón que define una interfaz para crear objetos pero deja que las subclases decidan qué clase instanciar,2,programacion-objetos
"Se presentan dos afirmaciones sobre conceptos de regresión y aprendizaje automático.  Identifica la opción que refleja la veracidad de cada afirmación.
A) Verdadero, Verdadero
B) Falso, Falso
C) Verdadero, Falso
D) Falso, Verdadero","Respuesta: D - La afirmación 1 es falsa porque la penalización L2 en una regresión de cresta no equivale a una distribución previa Laplace sobre los pesos. La penalización L2 equivale a una distribución previa gaussiana (normal) sobre los pesos. La afirmación 2 es verdadera, ya que un conjunto de 4 puntos en R^3 puede ser 'shattered' por el conjunto de hipótesis de planos bidimensionales en R^3.",3,MMLU_machine_learning
Explica cómo el uso compartido del espacio de memoria (Heap) puede afectar al rendimiento de una aplicación en C++.,"pueden leer y escribir las mismas variables globales directamente, lo que los hace rápidos pero peligrosos (requieren Mutex).",1,arquitectura-computadoras_gemma_local
"En el entrenamiento de clasificadores mediante técnicas de *boosting*, se combinan varios clasificadores débiles (h) para obtener un clasificador fuerte (f). Se afirma que la forma funcional del límite de decisión de f es igual a la de h, pero con diferentes parámetros. Por ejemplo, si h es un clasificador lineal, entonces f también será un clasificador lineal. También se menciona que la validación cruzada puede utilizarse para seleccionar el número de iteraciones en el proceso de *boosting*, lo cual podría ayudar a reducir el sobreajuste.
A) Verdadero, Verdadero
B) Falso, Falso
C) Verdadero, Falso
D) Falso, Verdadero","Respuesta: D - La afirmación 1 es correcta ya que el clasificador fuerte *f* aprende combinando clasificadores débiles *h* con la misma forma funcional pero diferentes parámetros. La afirmación 2 también es correcta porque la validación cruzada se utiliza para encontrar los mejores hiperparámetros, como el número de iteraciones en *boosting*, para minimizar el sobreajuste.",3,MMLU_machine_learning
Imagina que eres un programador trabajando en una empresa de logística. Se te pide encontrar la ruta más eficiente para entregar paquetes a múltiples clientes.  ¿Este problema podría considerarse NP-Completo? Explique su respuesta.,"El Problema del Agente Viajero (TSP), Problema de la Mochila (Knapsack), o el Problema de Satisfactibilidad Booleana (SAT).",0,algoritmia-2_gemma_local
Que son los problemas de regresion,El objetivo es predecir un valor numero,3,inteligencia-computacional
¿En qué consiste el problema del sobreajuste y cómo puede afectar el rendimiento de un modelo en situaciones no vistas? ,"Cuando el modelo es tan complejo que ""memoriza"" el ruido del entrenamiento y falla con datos nuevos.",3,computo-inteligente_gemma_local
¿Cuál es el objetivo principal de la segunda forma normal en las bases de datos relacionales?,Eliminar la dependencia parcial de los atributos de una tabla,2,Sistema-base-datos
¿Cuál es la función del sistema DNS al navegar por internet?,"Actúa como el directorio de internet, traduciendo nombres de dominio legibles por humanos (ej. google.com) a direcciones IP lógicas enrutables.",1,arquitectura-computadoras_gemma_local
¿Cuál es la función principal del Program Counter (PC) dentro de una CPU?,Es un registro especial que almacena la dirección de memoria de la siguiente instrucción que la CPU debe ejecutar.,1,arquitectura-computadoras_gemma_local
Que es el principio HATEOAS,Las respuestas de un API contienen enlaces para navegar por recursos.,3,inteligencia-computacional
Qué es el Overfitting (Sobreajuste)?,"Cuando el modelo es tan complejo que ""memoriza"" el ruido del entrenamiento y falla con datos nuevos.",3,computo-inteligente
"¿Qué harías en PCA para obtener la misma proyección que SVD?
A) Transformar los datos a media cero
B) Transformar los datos a mediana cero
C) No es posible
D) Ninguna de las anteriores","Respuesta: A - La transformación de los datos a media cero es un requisito previo para la aplicación del PCA. SVD, por otro lado, calcula una descomposición matricial que permite obtener la misma proyección que el PCA. ",3,MMLU_machine_learning
